Student ID,Most Frequent Payment Date
SID3807,April 21
SID3808,April 25
SID3809,April 4
SID3810,April 9
SID3811,April 17
SID3812,April 21
SID3813,April 12
SID3814,April 15
SID3815,April 20
SID3816,April 14
SID3817,April 11
SID3818,April 4
SID3819,April 28
SID3820,April 26
SID3821,April 9
SID3822,April 19
SID3823,April 11
SID3824,April 28
SID3825,April 6
SID3826,April 23
SID3827,April 8
SID3828,April 19
SID3829,April 9
SID3830,April 19
SID3831,April 27
SID3832,April 4
SID3833,April 2
SID3834,April 12
SID3835,April 21
SID3836,April 20
SID3837,April 20
SID3838,April 2
SID3839,April 28
SID3840,April 27
SID3841,April 11
SID3842,April 22
SID3843,April 8
SID3844,April 21
SID3845,April 17
SID3846,April 2
SID3847,April 18
SID3848,April 23
SID3849,April 28
SID3850,April 9
SID3851,April 5
SID3852,April 10
SID3853,April 21
SID3854,April 28
SID3855,April 8
SID3856,April 26
SID3857,April 19
SID3858,April 20
SID3859,April 4
SID3860,April 20
SID3861,April 1
SID3862,April 15
SID3863,April 2
SID3864,April 22
SID3865,April 11
SID3866,April 23
SID3867,April 4
SID3868,April 20
SID3869,April 16
SID3870,April 13
SID3871,April 19
SID3872,April 12
SID3873,April 12
SID3874,April 9
SID3875,April 16
SID3876,April 4
SID3877,April 11
SID3878,April 3
SID3879,April 25
SID3880,April 23
SID3881,April 6
SID3882,April 14
SID3883,April 26
SID3884,April 5
SID3885,April 12
SID3886,April 27
SID3887,April 4
SID3888,April 14
SID3889,April 28
SID3890,April 13
SID3891,April 4
SID3892,April 18
SID3893,April 16
SID3894,April 3
SID3895,April 21
SID3896,April 14
SID3897,April 26
SID3898,April 14
SID3899,April 17
SID3900,April 12
SID3901,April 3
SID3902,April 5
SID3903,April 25
SID3904,April 26
SID3905,April 12
SID3906,April 26
SID3907,April 13
SID3908,April 13
SID3909,April 16
SID3910,April 26
SID3911,April 4
SID3912,April 21
SID3913,April 25
SID3914,April 12
SID3915,April 4
SID3916,April 13
SID3917,April 23
SID3918,April 14
SID3919,April 27
SID3920,April 22
SID3921,April 6
SID3922,April 17
SID3923,April 27
SID3924,April 21
SID3925,April 8
SID3926,April 16
SID3927,April 27
SID3928,April 23
SID3929,April 6
SID3930,April 8
SID3931,April 6
SID3932,April 8
SID3933,April 10
SID3934,April 20
SID3935,April 10
SID3936,April 13
SID3937,April 19
SID3938,April 20
SID3939,April 11
SID3940,April 18
SID3941,April 27
SID3942,April 11
SID3943,April 28
SID3944,April 6
SID3945,April 3
SID3946,April 25
SID3947,April 18
SID3948,April 5
SID3949,April 11
SID3950,April 27
SID3951,April 4
SID3952,April 3
SID3953,April 26
SID3954,April 13
SID3955,April 10
SID3956,April 22
SID3957,April 12
SID3958,April 17
SID3959,April 19
SID3960,April 21
SID3961,April 11
SID3962,April 8
SID3963,April 20
SID3964,April 2
SID3965,April 6
SID3966,April 5
SID3967,April 11
SID3968,April 3
SID3969,April 14
SID3970,April 4
SID3971,April 2
SID3972,April 17
SID3973,April 4
SID3974,April 9
SID3975,April 20
SID3976,April 1
SID3977,April 8
SID3978,April 24
SID3979,April 28
SID3980,April 12
SID3981,April 8
SID3982,April 13
SID3983,April 19
SID3984,April 19
SID3985,April 6
SID3986,April 2
SID3987,April 4
SID3988,April 22
SID3989,April 20
SID3990,April 20
SID3991,April 4
SID3992,April 5
SID3993,April 12
SID3994,April 24
SID3995,April 21
SID3996,April 17
SID3997,April 17
SID3998,April 20
SID3999,April 26
SID4000,April 27
SID4001,April 11
SID4002,April 12
SID4003,April 15
SID4004,April 2
SID4005,April 21
SID4006,April 24
SID4007,April 16
SID4008,April 12
SID4009,April 26
SID4010,April 13
SID4011,April 8
SID4012,April 10
SID4013,April 13
SID4014,April 27
SID4015,April 20
SID4016,April 20
SID4017,April 6
SID4018,April 7
SID4019,April 17
SID4020,April 5
SID4021,April 28
SID4022,April 19
SID4023,April 15
SID4024,April 10
SID4025,April 8
SID4026,April 24
SID4027,April 2
SID4028,April 15
SID4029,April 23
SID4030,April 2
SID4031,April 18
SID4032,April 9
SID4033,April 1
SID4034,April 18
SID4035,April 15
SID4036,April 27
SID4037,April 28
SID4038,April 21
SID4039,April 3
SID4040,April 13
SID4041,April 1
SID4042,April 3
SID4043,April 8
SID4044,April 11
SID4045,April 17
SID4046,April 12
SID4047,April 5
SID4048,April 17
SID4049,April 28
SID4050,April 25
SID4051,April 4
SID4052,April 20
SID4053,April 22
SID4054,April 18
SID4055,April 26
SID4056,April 3
SID4057,April 28
SID4058,April 24
SID4059,April 18
SID4060,April 8
SID4061,April 9
SID4062,April 20
SID4063,April 6
SID4064,April 20
SID4065,April 11
SID4066,April 5
SID4067,April 20
SID4068,April 16
SID4069,April 12
SID4070,April 22
SID4071,April 15
SID4072,April 13
SID4073,April 1
SID4074,April 27
SID4075,April 2
SID4076,April 2
SID4077,April 21
SID4078,April 11
SID4079,April 18
SID4080,April 3
SID4081,April 19
SID4082,April 2
SID4083,April 7
SID4084,April 5
SID4085,April 15
SID4086,April 18
SID4087,April 26
SID4088,April 16
SID4089,April 17
SID4090,April 4
SID4091,April 24
SID4092,April 8
SID4093,April 4
SID4094,April 8
SID4095,April 12
SID4096,April 8
SID4097,April 22
SID4098,April 11
SID4099,April 20
SID4100,April 14
SID4101,April 3
SID4102,April 17
SID4103,April 12
SID4104,April 27
SID4105,April 17
SID4106,April 17
SID4107,April 14
SID4108,April 22
SID4109,April 7
SID4110,April 28
SID4111,April 12
SID4112,April 20
SID4113,April 12
SID4114,April 11
SID4115,April 4
SID4116,April 5
SID4117,April 2
SID4118,April 20
SID4119,April 9
SID4120,April 13
SID4121,April 4
SID4122,April 7
SID4123,April 23
SID4124,April 27
SID4125,April 3
SID4126,April 7
SID4127,April 6
SID4128,April 14
SID4129,April 21
SID4130,April 8
SID4131,April 1
SID4132,April 20
SID4133,April 16
SID4134,April 21
SID4135,April 23
SID4136,April 17
SID4137,April 16
SID4138,April 28
SID4139,April 18
SID4140,April 1
SID4141,April 24
SID4142,April 9
SID4143,April 10
SID4144,April 25
SID4145,April 10
SID4146,April 20
SID4147,April 23
SID4148,April 27
SID4149,April 19
SID4150,April 8
SID4151,April 18
SID4152,April 1
SID4153,April 6
SID4154,April 10
SID4155,April 13
SID4156,April 8
SID4157,April 3
SID4158,April 18
SID4159,April 12
SID4160,April 28
SID4161,April 15
SID4162,April 6
SID4163,April 1
SID4164,April 5
SID4165,April 8
SID4166,April 19
SID4167,April 3
SID4168,April 28
SID4169,April 20
SID4170,April 28
SID4171,April 26
SID4172,April 19
SID4173,April 14
SID4174,April 1
SID4175,April 17
SID4176,April 27
SID4177,April 26
SID4178,April 25
SID4179,April 14
SID4180,April 1
SID4181,April 5
SID4182,April 8
SID4183,April 8
SID4184,April 22
SID4185,April 27
SID4186,April 15
SID4187,April 7
SID4188,April 11
SID4189,April 14
SID4190,April 26
SID4191,April 13
SID4192,April 26
SID4193,April 3
SID4194,April 27
SID4195,April 5
SID4196,April 9
SID4197,April 17
SID4198,April 9
SID4199,April 2
SID4200,April 7
SID4201,April 20
SID4202,April 13
SID4203,April 8
SID4204,April 16
SID4205,April 21
SID4206,April 25
SID4207,April 1
SID4208,April 14
SID4209,April 25
SID4210,April 11
SID4211,April 18
SID4212,April 2
SID4213,April 22
SID4214,April 22
SID4215,April 20
SID4216,April 13
SID4217,April 27
SID4218,April 5
SID4219,April 24
SID4220,April 23
SID4221,April 16
SID4222,April 6
SID4223,April 20
SID4224,April 6
SID4225,April 15
SID4226,April 16
SID4227,April 1
SID4228,April 13
SID4229,April 26
SID4230,April 12
SID4231,April 21
SID4232,April 27
SID4233,April 21
SID4234,April 26
SID4235,April 16
SID4236,April 22
SID4237,April 27
SID4238,April 14
SID4239,April 21
SID4240,April 14
SID4241,April 25
SID4242,April 5
SID4243,April 27
SID4244,April 8
SID4245,April 27
SID4246,April 4
SID4247,April 8
SID4248,April 27
SID4249,April 25
SID4250,April 11
SID4251,April 19
SID4252,April 10
SID4253,April 27
SID4254,April 15
SID4255,April 22
SID4256,April 2
SID4257,April 12
SID4258,April 28
SID4259,April 27
SID4260,April 6
SID4261,April 6
SID4262,April 15
SID4263,April 21
SID4264,April 8
SID4265,April 22
SID4266,April 8
SID4267,April 12
SID4268,April 12
SID4269,April 4
SID4270,April 13
SID4271,April 7
SID4272,April 11
SID4273,April 20
SID4274,April 13
SID4275,April 27
SID4276,April 3
SID4277,April 27
SID4278,April 6
SID4279,April 2
SID4280,April 22
SID4281,April 25
SID4282,April 8
SID4283,April 10
SID4284,April 3
SID4285,April 14
SID4286,April 3
SID4287,April 13
SID4288,April 8
SID4289,April 19
SID4290,April 27
SID4291,April 22
SID4292,April 8
SID4293,April 11
SID4294,April 23
SID4295,April 28
SID4296,April 15
SID4297,April 26
SID4298,April 27
SID4299,April 2
SID4300,April 9
SID4301,April 28
SID4302,April 25
SID4303,April 13
SID4304,April 25
SID4305,April 28
SID4306,April 13
SID4307,April 1
SID4308,April 28
SID4309,April 23
SID4310,April 5
SID4311,April 20
SID4312,April 1
SID4313,April 4
SID4314,April 10
SID4315,April 10
SID4316,April 12
SID4317,April 28
SID4318,April 3
SID4319,April 16
SID4320,April 20
SID4321,April 10
SID4322,April 8
SID4323,April 16
SID4324,April 5
SID4325,April 9
SID4326,April 4
SID4327,April 14
SID4328,April 13
SID4329,April 15
SID4330,April 5
SID4331,April 15
SID4332,April 12
SID4333,April 2
SID4334,April 23
SID4335,April 28
SID4336,April 27
SID4337,April 15
SID4338,April 4
SID4339,April 21
SID4340,April 11
SID4341,April 1
SID4342,April 11
SID4343,April 21
SID4344,April 6
SID4345,April 17
SID4346,April 23
SID4347,April 7
SID4348,April 9
SID4349,April 14
SID4350,April 5
SID4351,April 10
SID4352,April 12
SID4353,April 9
SID4354,April 4
SID4355,April 19
SID4356,April 25
SID4357,April 24
SID4358,April 11
SID4359,April 13
SID4360,April 4
SID4361,April 16
SID4362,April 28
SID4363,April 17
SID4364,April 25
SID4365,April 24
SID4366,April 25
SID4367,April 5
SID4368,April 20
SID4369,April 3
SID4370,April 16
SID4371,April 6
SID4372,April 12
SID4373,April 10
SID4374,April 7
SID4375,April 13
SID4376,April 11
SID4377,April 10
SID4378,April 11
SID4379,April 28
SID4380,April 26
SID4381,April 23
SID4382,April 5
SID4383,April 24
SID4384,April 5
SID4385,April 13
SID4386,April 1
SID4387,April 24
SID4388,April 15
SID4389,April 9
SID4390,April 27
SID4391,April 16
SID4392,April 12
SID4393,April 17
SID4394,April 16
SID4395,April 15
SID4396,April 2
SID4397,April 26
SID4398,April 22
SID4399,April 9
SID4400,April 14
SID4401,April 18
SID4402,April 17
SID4403,April 7
SID4404,April 25
SID4405,April 26
SID4406,April 17
SID4407,April 28
SID4408,April 10
SID4409,April 21
SID4410,April 8
SID4411,April 27
SID4412,April 3
SID4413,April 28
SID4414,April 5
SID4415,April 28
SID4416,April 25
SID4417,April 11
SID4418,April 15
SID4419,April 5
SID4420,April 12
SID4421,April 19
SID4422,April 9
SID4423,April 27
SID4424,April 20
SID4425,April 3
SID4426,April 26
SID4427,April 13
SID4428,April 10
SID4429,April 18
SID4430,April 22
SID4431,April 26
SID4432,April 11
SID4433,April 26
SID4434,April 25
SID4435,April 8
SID4436,April 16
SID4437,April 12
SID4438,April 10
SID4439,April 18
SID4440,April 3
SID4441,April 2
SID4442,April 12
SID4443,April 4
SID4444,April 24
SID4445,April 23
SID4446,April 3
SID4447,April 22
SID4448,April 25
SID4449,April 17
SID4450,April 19
SID4451,April 23
SID4452,April 10
SID4453,April 16
SID4454,April 27
SID4455,April 22
SID4456,April 7
SID4457,April 24
SID4458,April 15
SID4459,April 3
SID4460,April 1
SID4461,April 8
SID4462,April 22
SID4463,April 5
SID4464,April 2
SID4465,April 13
SID4466,April 21
SID4467,April 19
SID4468,April 3
SID4469,April 15
SID4470,April 7
SID4471,April 2
SID4472,April 24
SID4473,April 18
SID4474,April 14
SID4475,April 4
SID4476,April 10
SID4477,April 9
SID4478,April 20
SID4479,April 22
SID4480,April 25
SID4481,April 18
SID4482,April 2
SID4483,April 8
SID4484,April 26
SID4485,April 5
SID4486,April 7
SID4487,April 18
SID4488,April 27
SID4489,April 4
SID4490,April 6
SID4491,April 26
SID4492,April 5
SID4493,April 20
SID4494,April 27
SID4495,April 21
SID4496,April 22
SID4497,April 16
SID4498,April 5
SID4499,April 26
SID4500,April 15
SID4501,April 14
SID4502,April 14
SID4503,April 10
SID4504,April 9
SID4505,April 16
SID4506,April 6
SID4507,April 2
SID4508,April 25
SID4509,April 6
SID4510,April 19
SID4511,April 21
SID4512,April 15
SID4513,April 23
SID4514,April 16
SID4515,April 11
SID4516,April 11
SID4517,April 28
SID4518,April 12
SID4519,April 16
SID4520,April 17
SID4521,April 8
SID4522,April 15
SID4523,April 6
SID4524,April 20
SID4525,April 11
SID4526,April 10
SID4527,April 27
SID4528,April 2
SID4529,April 10
SID4530,April 19
SID4531,April 9
SID4532,April 5
SID4533,April 14
SID4534,April 9
SID4535,April 12
SID4536,April 1
SID4537,April 10
SID4538,April 7
SID4539,April 27
SID4540,April 16
SID4541,April 9
SID4542,April 11
SID4543,April 16
SID4544,April 15
SID4545,April 5
SID4546,April 13
SID4547,April 20
SID4548,April 1
SID4549,April 3
SID4550,April 11
SID4551,April 3
SID4552,April 25
SID4553,April 10
SID4554,April 16
SID4555,April 4
SID4556,April 26
SID4557,April 24
SID4558,April 26
SID4559,April 28
SID4560,April 18
SID4561,April 9
SID4562,April 23
SID4563,April 15
SID4564,April 3
SID4565,April 14
SID4566,April 25
SID4567,April 27
SID4568,April 11
SID4569,April 22
SID4570,April 9
SID4571,April 25
SID4572,April 17
SID4573,April 9
SID4574,April 26
SID4575,April 4
SID4576,April 22
SID4577,April 21
SID4578,April 11
SID4579,April 10
SID4580,April 11
SID4581,April 26
SID4582,April 20
SID4583,April 15
SID4584,April 15
SID4585,April 12
SID4586,April 1
SID4587,April 12
SID4588,April 23
SID4589,April 21
SID4590,April 28
SID4591,April 13
SID4592,April 20
SID4593,April 16
SID4594,April 5
SID4595,April 17
SID4596,April 17
SID4597,April 12
SID4598,April 6
SID4599,April 8
SID4600,April 23
SID4601,April 6
SID4602,April 19
SID4603,April 14
SID4604,April 10
SID4605,April 9
SID4606,April 11
SID4607,April 23
SID4608,April 11
SID4609,April 3
SID4610,April 1
SID4611,April 2
SID4612,April 13
SID4613,April 9
SID4614,April 22
SID4615,April 14
SID4616,April 19
SID4617,April 14
SID4618,April 8
SID4619,April 25
SID4620,April 13
SID4621,April 3
SID4622,April 5
SID4623,April 10
SID4624,April 17
SID4625,April 16
SID4626,April 1
SID4627,April 16
SID4628,April 9
SID4629,April 23
SID4630,April 10
SID4631,April 15
SID4632,April 28
SID4633,April 22
SID4634,April 26
SID4635,April 22
SID4636,April 28
SID4637,April 25
SID4638,April 14
SID4639,April 7
SID4640,April 2
SID4641,April 28
SID4642,April 23
SID4643,April 6
SID4644,April 7
SID4645,April 28
SID4646,April 17
SID4647,April 9
SID4648,April 15
SID4649,April 8
SID4650,April 5
SID4651,April 12
SID4652,April 14
SID4653,April 28
SID4654,April 8
SID4655,April 26
SID4656,April 19
SID4657,April 12
SID4658,April 23
SID4659,April 9
SID4660,April 15
SID4661,April 25
SID4662,April 7
SID4663,April 15
SID4664,April 17
SID4665,April 13
SID4666,April 3
SID4667,April 3
SID4668,April 5
SID4669,April 22
SID4670,April 15
SID4671,April 2
SID4672,April 12
SID4673,April 26
SID4674,April 17
SID4675,April 5
SID4676,April 11
SID4677,April 24
SID4678,April 2
SID4679,April 24
SID4680,April 5
SID4681,April 21
SID4682,April 23
SID4683,April 27
SID4684,April 26
SID4685,April 19
SID4686,April 9
SID4687,April 21
SID4688,April 25
SID4689,April 20
SID4690,April 23
SID4691,April 19
SID4692,April 18
SID4693,April 17
SID4694,April 21
SID4695,April 25
SID4696,April 15
SID4697,April 8
SID4698,April 1
SID4699,April 9
SID4700,April 15
SID4701,April 27
SID4702,April 14
SID4703,April 3
SID4704,April 19
SID4705,April 6
SID4706,April 27
SID4707,April 11
SID4708,April 13
SID4709,April 11
SID4710,April 6
SID4711,April 16
SID4712,April 7
SID4713,April 9
SID4714,April 23
SID4715,April 9
SID4716,April 27
SID4717,April 24
SID4718,April 1
SID4719,April 18
SID4720,April 3
SID4721,April 14
SID4722,April 7
SID4723,April 8
SID4724,April 22
SID4725,April 8
SID4726,April 15
SID4727,April 16
SID4728,April 16
SID4729,April 7
SID4730,April 11
SID4731,April 22
SID4732,April 16
SID4733,April 17
SID4734,April 6
SID4735,April 20
SID4736,April 2
SID4737,April 11
SID4738,April 4
SID4739,April 15
SID4740,April 17
SID4741,April 10
SID4742,April 3
SID4743,April 19
SID4744,April 19
SID4745,April 15
SID4746,April 20
SID4747,April 13
SID4748,April 1
SID4749,April 4
SID4750,April 23
SID4751,April 11
SID4752,April 17
SID4753,April 21
SID4754,April 15
SID4755,April 20
SID4756,April 11
SID4757,April 23
SID4758,April 11
SID4759,April 16
SID4760,April 27
SID4761,April 14
SID4762,April 12
SID4763,April 19
SID4764,April 12
SID4765,April 1
SID4766,April 28
SID4767,April 27
SID4768,April 2
SID4769,April 4
SID4770,April 23
SID4771,April 27
SID4772,April 2
SID4773,April 6
SID4774,April 11
SID4775,April 13
SID4776,April 6
SID4777,April 14
SID4778,April 2
SID4779,April 20
SID4780,April 6
SID4781,April 6
SID4782,April 14
SID4783,April 21
SID4784,April 26
SID4785,April 24
SID4786,April 26
SID4787,April 2
SID4788,April 16
SID4789,April 27
SID4790,April 17
SID4791,April 4
SID4792,April 22
SID4793,April 5
SID4794,April 14
SID4795,April 20
SID4796,April 6
SID4797,April 2
SID4798,April 21
SID4799,April 24
SID4800,April 3
SID4801,April 11
SID4802,April 24
SID4803,April 5
SID4804,April 28
SID4805,April 18
SID4806,April 21
SID4807,April 23
SID4808,April 9
SID4809,April 7
SID4810,April 15
SID4811,April 19
SID4812,April 7
SID4813,April 11
SID4814,April 8
SID4815,April 21
SID4816,April 1
SID4817,April 26
SID4818,April 22
SID4819,April 22
SID4820,April 12
SID4821,April 17
SID4822,April 8
SID4823,April 23
SID4824,April 7
SID4825,April 12
SID4826,April 27
SID4827,April 6
SID4828,April 18
SID4829,April 18
SID4830,April 7
SID4831,April 7
SID4832,April 13
SID4833,April 3
SID4834,April 19
SID4835,April 22
SID4836,April 27
SID4837,April 14
SID4838,April 28
SID4839,April 20
SID4840,April 15
SID4841,April 3
SID4842,April 12
SID4843,April 18
SID4844,April 23
SID4845,April 1
SID4846,April 14
SID4847,April 23
SID4848,April 21
SID4849,April 27
SID4850,April 15
SID4851,April 21
SID4852,April 25
SID4853,April 11
SID4854,April 23
SID4855,April 16
SID4856,April 23
SID4857,April 22
SID4858,April 1
SID4859,April 23
SID4860,April 28
SID4861,April 4
SID4862,April 11
SID4863,April 13
SID4864,April 12
SID4865,April 10
SID4866,April 16
SID4867,April 21
SID4868,April 22
SID4869,April 18
SID4870,April 18
SID4871,April 14
SID4872,April 10
SID4873,April 1
SID4874,April 21
SID4875,April 18
SID4876,April 4
SID4877,April 17
SID4878,April 17
SID4879,April 1
SID4880,April 8
SID4881,April 15
SID4882,April 14
SID4883,April 22
SID4884,April 12
SID4885,April 8
SID4886,April 9
SID4887,April 21
SID4888,April 15
SID4889,April 22
SID4890,April 5
SID4891,April 14
SID4892,April 26
SID4893,April 19
SID4894,April 1
SID4895,April 3
SID4896,April 12
SID4897,April 9
SID4898,April 5
SID4899,April 16
SID4900,April 20
SID4901,April 11
SID4902,April 14
SID4903,April 10
SID4904,April 19
SID4905,April 25
SID4906,April 18
SID4907,April 22
SID4908,April 8
SID4909,April 26
SID4910,April 13
SID4911,April 26
SID4912,April 28
SID4913,April 18
SID4914,April 26
SID4915,April 13
SID4916,April 27
SID4917,April 22
SID4918,April 4
SID4919,April 17
SID4920,April 24
SID4921,April 18
SID4922,April 2
SID4923,April 24
SID4924,April 17
SID4925,April 15
SID4926,April 17
SID4927,April 14
SID4928,April 27
SID4929,April 5
SID4930,April 21
SID4931,April 16
SID4932,April 25
SID4933,April 25
SID4934,April 23
SID4935,April 3
SID4936,April 19
SID4937,April 25
SID4938,April 6
SID4939,April 22
SID4940,April 18
SID4941,April 26
SID4942,April 25
SID4943,April 12
SID4944,April 18
SID4945,April 23
SID4946,April 4
SID4947,April 11
SID4948,April 11
SID4949,April 6
SID4950,April 17
SID4951,April 15
SID4952,April 28
SID4953,April 28
SID4954,April 6
SID4955,April 3
SID4956,April 2
SID4957,April 18
SID4958,April 10
SID4959,April 26
SID4960,April 21
SID4961,April 17
SID4962,April 14
SID4963,April 12
SID4964,April 27
SID4965,April 21
SID4966,April 19
SID4967,April 12
SID4968,April 15
SID4969,April 28
SID4970,April 22
SID4971,April 16
SID4972,April 16
SID4973,April 16
SID4974,April 27
SID4975,April 6
SID4976,April 7
SID4977,April 27
SID4978,April 8
SID4979,April 27
SID4980,April 10
SID4981,April 7
SID4982,April 6
SID4983,April 14
SID4984,April 17
SID4985,April 17
SID4986,April 28
SID4987,April 10
SID4988,April 15
SID4989,April 25
SID4990,April 28
SID4991,April 5
SID4992,April 23
SID4993,April 19
SID4994,April 17
SID4995,April 5
SID4996,April 17
SID4997,April 22
SID4998,April 3
SID4999,April 1
SID5000,April 27
SID5001,April 28
SID5002,April 6
SID5003,April 23
SID5004,April 1
SID5005,April 14
SID5006,April 3
SID5007,April 19
SID5008,April 8
SID5009,April 4
SID5010,April 11
SID5011,April 9
SID5012,April 27
SID5013,April 8
SID5014,April 20
SID5015,April 28
SID5016,April 17
SID5017,April 6
SID5018,April 12
SID5019,April 9
SID5020,April 4
SID5021,April 20
SID5022,April 25
SID5023,April 26
SID5024,April 7
SID5025,April 13
SID5026,April 26
SID5027,April 17
SID5028,April 2
SID5029,April 12
SID5030,April 15
SID5031,April 18
SID5032,April 21
SID5033,April 12
SID5034,April 3
SID5035,April 15
SID5036,April 15
SID5037,April 18
SID5038,April 8
SID5039,April 7
SID5040,April 22
SID5041,April 2
SID5042,April 2
SID5043,April 16
SID5044,April 2
SID5045,April 25
SID5046,April 17
SID5047,April 19
SID5048,April 12
SID5049,April 19
SID5050,April 13
SID5051,April 24
SID5052,April 10
SID5053,April 17
SID5054,April 24
SID5055,April 14
SID5056,April 16
SID5057,April 23
SID5058,April 20
SID5059,April 2
SID5060,April 19
SID5061,April 18
SID5062,April 22
SID5063,April 8
SID5064,April 19
SID5065,April 3
SID5066,April 12
SID5067,April 22
SID5068,April 6
SID5069,April 25
SID5070,April 1
SID5071,April 25
SID5072,April 12
SID5073,April 13
SID5074,April 4
SID5075,April 18
SID5076,April 24
SID5077,April 12
SID5078,April 18
SID5079,April 9
SID5080,April 3
SID5081,April 13
SID5082,April 15
SID5083,April 26
SID5084,April 23
SID5085,April 19
SID5086,April 21
SID5087,April 22
SID5088,April 25
SID5089,April 28
SID5090,April 9
SID5091,April 3
SID5092,April 12
SID5093,April 1
SID5094,April 5
SID5095,April 22
SID5096,April 26
SID5097,April 18
SID5098,April 13
SID5099,April 20
SID5100,April 4
SID5101,April 9
SID5102,April 1
SID5103,April 12
SID5104,April 11
SID5105,April 1
SID5106,April 9
SID5107,April 27
SID5108,April 3
SID5109,April 22
SID5110,April 27
SID5111,April 19
SID5112,April 24
SID5113,April 1
SID5114,April 22
SID5115,April 9
SID5116,April 13
SID5117,April 23
SID5118,April 25
SID5119,April 15
SID5120,April 25
SID5121,April 10
SID5122,April 15
SID5123,April 23
SID5124,April 26
SID5125,April 17
SID5126,April 17
SID5127,April 9
SID5128,April 19
SID5129,April 8
SID5130,April 14
SID5131,April 4
SID5132,April 28
SID5133,April 27
SID5134,April 16
SID5135,April 1
SID5136,April 20
SID5137,April 3
SID5138,April 21
SID5139,April 13
SID5140,April 4
SID5141,April 6
SID5142,April 12
SID5143,April 10
SID5144,April 19
SID5145,April 2
SID5146,April 17
SID5147,April 18
SID5148,April 8
SID5149,April 12
SID5150,April 27
SID5151,April 27
SID5152,April 27
SID5153,April 4
SID5154,April 15
SID5155,April 24
SID5156,April 7
SID5157,April 14
SID5158,April 17
SID5159,April 14
SID5160,April 26
SID5161,April 4
SID5162,April 10
SID5163,April 5
SID5164,April 2
SID5165,April 28
SID5166,April 26
SID5167,April 9
SID5168,April 26
SID5169,April 4
SID5170,April 5
SID5171,April 28
SID5172,April 23
SID5173,April 11
SID5174,April 15
SID5175,April 3
SID5176,April 9
SID5177,April 14
SID5178,April 4
SID5179,April 10
SID5180,April 7
SID5181,April 9
SID5182,April 3
SID5183,April 26
SID5184,April 8
SID5185,April 19
SID5186,April 5
SID5187,April 16
SID5188,April 4
SID5189,April 25
SID5190,April 6
SID5191,April 3
SID5192,April 5
SID5193,April 7
SID5194,April 12
SID5195,April 16
SID5196,April 11
SID5197,April 26
SID5198,April 11
SID5199,April 20
SID5200,April 6
SID5201,April 14
SID5202,April 14
SID5203,April 28
SID5204,April 5
SID5205,April 8
SID5206,April 15
SID5207,April 9
SID5208,April 7
SID5209,April 26
SID5210,April 9
SID5211,April 5
SID5212,April 5
SID5213,April 24
SID5214,April 7
SID5215,April 15
SID5216,April 1
SID5217,April 11
SID5218,April 14
SID5219,April 8
SID5220,April 11
SID5221,April 3
SID5222,April 15
SID5223,April 1
SID5224,April 19
SID5225,April 3
SID5226,April 26
SID5227,April 20
SID5228,April 20
SID5229,April 21
SID5230,April 21
SID5231,April 18
SID5232,April 14
SID5233,April 6
SID5234,April 23
SID5235,April 28
SID5236,April 26
SID5237,April 4
SID5238,April 4
SID5239,April 11
SID5240,April 14
SID5241,April 8
SID5242,April 7
SID5243,April 4
SID5244,April 23
SID5245,April 22
SID5246,April 23
SID5247,April 9
SID5248,April 27
SID5249,April 20
SID5250,April 20
SID5251,April 6
SID5252,April 17
SID5253,April 28
SID5254,April 15
SID5255,April 25
SID5256,April 23
SID5257,April 7
SID5258,April 9
SID5259,April 2
SID5260,April 6
SID5261,April 18
SID5262,April 7
SID5263,April 4
SID5264,April 23
SID5265,April 13
SID5266,April 20
SID5267,April 9
SID5268,April 8
SID5269,April 8
SID5270,April 10
SID5271,April 2
SID5272,April 14
SID5273,April 12
SID5274,April 22
SID5275,April 15
SID5276,April 23
SID5277,April 4
SID5278,April 6
SID5279,April 5
SID5280,April 18
SID5281,April 14
SID5282,April 21
SID5283,April 13
SID5284,April 15
SID5285,April 16
SID5286,April 26
SID5287,April 20
SID5288,April 19
SID5289,April 24
SID5290,April 5
SID5291,April 4
SID5292,April 22
SID5293,April 9
SID5294,April 5
SID5295,April 27
SID5296,April 7
SID5297,April 2
SID5298,April 15
SID5299,April 25
SID5300,April 25
SID5301,April 19
SID5302,April 4
SID5303,April 18
SID5304,April 27
SID5305,April 28
SID5306,April 3
SID5307,April 20
SID5308,April 1
SID5309,April 3
SID5310,April 15
SID5311,April 14
SID5312,April 27
SID5313,April 17
SID5314,April 28
SID5315,April 23
SID5316,April 23
SID5317,April 21
SID5318,April 13
SID5319,April 23
SID5320,April 10
SID5321,April 6
SID5322,April 15
SID5323,April 8
SID5324,April 18
SID5325,April 1
SID5326,April 1
SID5327,April 25
SID5328,April 11
SID5329,April 9
SID5330,April 14
SID5331,April 19
SID5332,April 25
SID5333,April 11
SID5334,April 5
SID5335,April 23
SID5336,April 23
SID5337,April 22
SID5338,April 21
SID5339,April 20
SID5340,April 17
SID5341,April 14
SID5342,April 2
SID5343,April 1
SID5344,April 13
SID5345,April 5
SID5346,April 20
SID5347,April 19
SID5348,April 27
SID5349,April 17
SID5350,April 28
SID5351,April 14
SID5352,April 2
SID5353,April 14
SID5354,April 20
SID5355,April 2
SID5356,April 8
SID5357,April 3
SID5358,April 22
SID5359,April 23
